"LOG_SET_FTP_UPGRADE","Change FTP UPGRADE setting","FTP 업그레이드 설정 변경","FTP アップグレード設定を変更","Изменение настроек обновления FTP","Changer le paramètre FTP UPGRADE","FTP UPGRADE Instellingen wijzigen","FTP UPGRADE-Einstellung ändern","Cambiar configuración de ACTUALIZACIÓN FTP","Modifica l'impostazione AGGIORNAMENTO FTP"
"LOG_START_FTP_UPGRADE","Start FTP UPGRADE","FTP 업그레이드 시작함","FTP アップグレードを開始","Старт FTP обновления","Démarrer la mise à niveau FTP","Start FTP UPGRADE","Start FTP Upgrade","Comenzar ACTUALIZACIÓN FTP","Avvia AGGIORNAMENTO FTP"
"LOG_PTZ_MOVE","PTZ move","PTZ 제어","PTZ 動作","Работа мехнизма PTZ","Déplacement PTZ","PTZ activeren","PTZ-Bewegung","Movimiento PTZ","Movimento PTZ"
"LOG_PTZ_ARROW","Pan/Tilt control","팬/틸트 제어","パン／チルトコントロール","Поворот/наклон - изменение","Contrôle Pan / Tilt","Pan/Tilt bediening","Schwenken/Neigen-Steuerung","Control Inclinación Pan / Tilt","Controllo Pan/Tilt"
"LOG_PTZ_ZOOM","Zoom move","줌 제어","ズーム動作","Изменение оптического увеличения","Pilotage zoom","Zoom activeren","Zoom-Bewegung","Zoom movimiento","Zoom movimento"
"LOG_PTZ_POSITION_MOVE","PTZ position move","PTZ 위치 제어","PTZ ポジション動作","PTZ position move","Déplacement de la position PTZ","PTZ position move","PTZ-Position bewegen","Movimiento posición PTZ","Spostamento della posizione PTZ"
"LOG_PTZ_STOP","PTZ stop","PTZ 정지","PTZ 停止","Остановка PTZ","Arrêt PTZ","PTZ stop","PTZ-Stopp","Detener PTZ","Arresto PTZ"
"LOG_PTZ_SET_SPEED","Set PTZ speed","PTZ 속도 제어","PTZ 速度を設定","Установка скорости PTZ","Définir la vitesse PTZ","PTZ snelheid instellen","PTZ-Geschwindigkeit festlegen","Fijar velocidad PTZ","Imposta velocità PTZ"
"preset1","Preset","프리셋","プリセット","Предустановка","Preset","Voorkeuze","Voreinstellung","Preestablecido","Preset"
"preset_tour1","Preset Tour","프리셋 투어","プリセットツアー","Тур","Tour","Voorkeuze Tour","Vordefinierte Tour","Preset Tour","Tour preimpostato"
"LOG_FOCUS_MOVE","Focus move","포커스 제어","フォーカス動作","Изменение фокусного расстояния","Mouvement de mise au point","Focus move","Schwerpunkt Bewegung","Mover el enfoque","Spostare la messa a fuoco"
"LOG_FOCUS_POSITION_MOVE","Focus position move","포커스 위치 제어","フォーカスポジション動作","Работа мотора фокуса","Déplacement de la position de mise au point","Focus position move","Fokusposition verschieben","Mover posición del foco","Spostamento della posizione di messa a fuoco"
"LOG_IRIS_MOVE","IRIS move","IRIS 제어","アイリス動作","Изменение диафагмы","Mouvement IRIS","IRIS move","Iris bewegen","Movimiento IRIS","IRIS si muove"
"LOG_IRIS_POSITION_MOVE","IRIS position move","IRIS 위치 제어","アイリスポジション動作","Работа мотора диафрагмы","Déplacement de position IRIS","IRIS position move","IRIS-Position verschieben","Mover posición IRIS","IRIS posizione mossa"
"LOG_SET_FOCUS_MODE","Set focus mode","포커스 모드 변경","フォーカスモードを設定","Установка режима работы фокуса","Définir le mode de mise au point","Focusmodus instellen","Fokusmodus festlegen","Establecer modo foco","Imposta la modalità di messa a fuoco"
"LOG_SET_RECORDING_CHANNEL","Set recording channel","저장 채널 변경","録チャンネルを設定","Установка потока записи","Définir le canal d'enregistrement","Opnamekanaal instellen","Aufnahmekanal festlegen","Establecer canal de grabación","Imposta il canale di registrazione"
"LOG_SET_VIDEO_QPROI","Set ROI","ROI 설정 변경","ROI を設定","Установка ROI","Définir le ROI","ROI instellen","ROI festlegen","Establecer ROI","Imposta ROI"
"LOG_SET_SMART_LBR","Set SMART LBR","SMART LBR 설정 변경","スマート LBR を設定","Установка SMART LBR","Définir SMART LBR","SMART LBR instellen","SMART LBR festlegen","Establecer SMART LBR","Imposta SMART LBR"
"LOG_SET_IMAGING_SETTINGS","Change camera setup","카메라 설정 변경","カメラセットアップを変更","Изменение настроек камеры","Changer la configuration de la caméra","Camera Instellingen wijzigen","Kameraeinstellung ändern","Cambiar configuración de la cámara","Modifica la configurazione della fotocamera"
"LOG_SET_PRIVACY_MASK","Setup privacy mask","프라이버시 영역 설정 변경","プライバシーマスクをセットアップ","Настройка зон маскирования","Configurer le masque de confidentialité","Stel privacy mask in","Datenschutzmaske einrichten","Configuración de la máscara de privacidad","Imposta la maschera per la privacy"
"LOG_ADD_CAMERA_PROFILES","Add camera profile","카메라 프로파일 추가","カメラプロファイルを追加","Добавление профиля устройства","Ajouter un profil de caméra","Camera profiel toevoegen","Kameraprofil hinzufügen","Añadir perfil de cámara","Aggiungi il profilo della fotocamera"
"LOG_MODIFY_CAMERA_PROFILES","Modify camera profile","카메라 프로파일 변경","カメラプロファイルを変更","Изменение профиля устройства","Modifier le profil de la caméra","Camera profiel aanpassen","Kameraprofil bearbeiten","Modificar perfil de cámara","Modifica il profilo della fotocamera"
"LOG_APPLY_CAMERA_PROFILES","Apply camera profile","카메라 프로파일 적용","カメラプロファイルを適用","Применение изменений профиля устройства","Appliquer le profil de la caméra","Camera profiel toepassen","Kameraprofil anwenden","Aplicar perfil de cámara","Applica il profilo della fotocamera"
"LOG_DELETE_CAMERA_PROFILES","Delete camera profiie","카메라 프로파일 삭제","カメラプロファイルを削除","Удаление профиля устройства","Supprimer le profil de la caméra","Camera profiel wissen","Kameraprofil löschen","Borrar perfil de cámara","Elimina il profilo della fotocamera"
"LOG_SET_LANGUAGE","Change language","언어 변경","言語を変更","Изменение языка интерфейса","Changer de langue","Taal wijzigen","Sprache ändern","Cambiar idioma","Cambia lingua"
"LOG_SET_SECURITY_SERVICE","Set security service","보안 서비스 설정","セキュリティサービスを設定","Настройка уровня безопасности","Définir le service de sécurité","Stel security service in","Sicherheitsdienst festlegen","Establecer servicio de seguridad","Imposta il servizio di sicurezza"
"LOG_SET_SECURITY_IP_FILTER","Set ip filter","IP 필터 설정","IPフィルターを設定","Установка параметров IP-фильтрации","Définir le filtre IP","IP filter instellen","IP-Filter festlegen","Establecer filtro IP","Imposta filtro IP"
"LOG_ADD_SECURITY_IP_FILTER_ADDR","Add ip filter address","IP 필터 주소 추가","IPフィルターアドレスを追加","Добавление адреса в IP-фильтр","Ajouter une adresse de filtre IP","IP filteradres toevoegen","IP Filter Adresse hinzufügen","Añadir filtro de dirección IP","Aggiungi l'indirizzo del filtro IP"
"LOG_DEL_SECURITY_IP_FILTER_ADDR","Delete ip filter address","IP 필터 주소 삭제","IPフィルターアドレスを削除","Удаление адреса из IP-фильтра","Supprimer l'adresse du filtre IP","IP filteradres wissen","IP Filter Adresse löschen","Borar filtro de dirección IP","Elimina l'indirizzo del filtro IP"
"LOG_DEL_ALL_SECURITY_IP_FILTER_ADDR","Delete all ip filter address","IP 필터 주소 전체 삭제","全てのIPフィルターアドレスを削除","Удаление всех адресов из IP-фильтра","Supprimer toutes les adresses de filtre IP","Alle IP filteradressen wissen","Alle IP Filter Adressen löschen","Borrar todos los filtros de dirección IP","Elimina tutti gli indirizzi del filtro IP"
"LOG_SET_IEEE_8021X","Set IEEE 802.1x","IEEE 802.1x 설정","IEEE 802.1x を設定","Настройка IEEE 802.1x","Définir IEEE 802.1x","IEEE 802.1x instellen","IEEE 802.1x festlegen","Configurar IEEE 802.1x","Imposta IEEE 802.1x"
"LOG_ADD_SELF_SIGNED_CERT","Add Self signed certificate","자체 서명 인증서 추가","自己署名証明書を追加","Добавление самостоятельно подписанного (недоверенного) сертификата","Ajouter un certificat auto-signé","Voeg zelf ondertekend certificaat toe","Selbstsigniertes Zertifikat hinzufügen","Añadir Certificado autofirmado","Aggiungi certificato autofirmato"
"LOG_DEL_CERTIFICATE","Delete Certificate","인증서 삭제","証明書を削除","Удалить сертификат","Supprimer le certificat","Certificaat wissen","Zertifikat löschen","Eliminar certificado","Elimina certificato"
"LOG_CREATE_CSR","Create Certificate Signing Request","인증서 서명 요청 생성","証明書署名要求を作成","Запрос на подписывание сертификата","Créer une demande de signature de certificat","Creëer verzoek tot certificaat ondertekening","Zertifikatssignierungsanforderung erstellen","Crear certificado de solicitud de firma","Crea richiesta di firma del certificato"
"LOG_INSTALL_CERTIFICATE","Install Certificate","인증서 설치","証明書をインストール","Установка сертификата","Installer le certificat","Certificaat installeren","Zertifikat Installieren","Instalar certificado","Installa certificato"
"LOG_INSTALL_CA","Install CA certificate","CA 인증서 설치","CA 証明書をインストール","Установка CA сертификата","Installer le certificat CA","CA certificaat installeren","CA Zertifikat installieren","Instalar certificado CA","Installa certificato CA"
"LOG_DEL_CA","Delete CA certificate","CA 인증서 삭제","CA 証明書を削除","Удаление CA сертификата","Supprimer le certificat CA","CA certificaat wissen","CA Zertifikat löschen","Borrar certificado CA","Elimina certificato CA"
"LOG_SET_HTTPS","Setup Https","HTTPS 설정","Https をセットアップ","Настройка HTTPS","Configurer les Https","HTTPS Instellen","Einstellung HTTPS","Configurar HTTPS","Https di installazione"
"LOG_SET_RTSP_AUTHENTICATION","Setup RTSP authentication","RTSP 인증 설정 변경","RTSP 認証をセットアップ","Настройка RTSP авторизации","Configurer l'authentification RTSP","RTSP authenticatie instellen","Einstellung RTSP Authentifizierung","Configuración de la autenticación RTSP","Imposta l'autenticazione RTSP"
"LOG_ADD_STREAM_CLIENT","RTSP session connected","RTSP 세션 연결됨","RTSP セッション接続されました","RTSP-сессия установлена","Session RTSP connectée","RTSP sessie verbonden","RTSP Sitzung verbunden","Sesión RTSP conectada","Sessione RTSP connessa"
"LOG_EXPORT_RECORDFILE","The record file has been downloaded.","레코드 파일이 다운로드되었습니다.","レコードファイルがダウンロードされました。","Файл записи был загружен.","Le fichier d'enregistrement a été téléchargé.","Het video exportbestand werd gedownload","Die Aufzeichnungsdatei wurde heruntergeladen.","El archivo de registro se ha descargado.","Il file di registrazione è stato scaricato."
"ON_SYSTEM_INIT","System initialized","시스템 시작","システムが初期化されました","Система инициализирована","Système initialisé","Systeem geïnitialiseerd","System initialisiert","Sistema inicializado","Sistema inizializzato"
